headline,year
Former Gifted &amp; Talented Student Comes To Terms With Being Really into Reality TV,2019
Everyone Looks at Me and Sees The Perfect Woman – What They Don’t Know is I’m Slightly Anemic,2019
Woman in Olive Green Beanie Absolutely Fucks,2019
How to Get Hit by a Bus so Your Doctor Takes Your Pain Seriously,2019
"Why Gentrification Needs to Be Stopped, Except On My Street",2019
Goals! This Consulting Firm Achieved Gender Parity Because 100% of Assistants Are Women,2019
I’d Give Anything To See A Woman President – Except Money To Her Campaign,2019
Wow! This Woman Doesn’t Need to be High to Stare at Her Hands and be Like ‘Whoa’,2019
"Lizzo is My Spirit Animal, and I Will Start Crying If You Unpack What I Just Said",2019
Dad Paralyzed With Fear at the Thought of Your Passport Expiring,2019
Embarrassing! Dog Wearing the Same Peacoat as You but Hers is a Little Nicer,2019
The Best TV Shows Featuring Groups of White People Highly Recommended by Other White People,2019
4 Weighted Anxiety Blankets That Aren’t as Good as a Massive Blunt,2019
Why I Accompany My Son to The Penis Doctor to Make Sure His Schlong Is Bone Dry,2019
D’awww: Big Ol’ Pig is Fat,2019
Customer Who Didn’t Tip Getting Milky Chai Latte,2019
"Pleated Skirts That Say, ‘I Have a Secret Twin and Yeah, She’s Evil’",2019
How to Practice Feeling Anxious For Something That Might Make You Anxious in the Future,2019
Whoa: Cool Coworker Has a Weird Instagram,2019
Try These Soap Brows to Look Truly Electrocuted,2019
How I Lost Weight By Taking Five Small Shits A Day,2019
"I Support Medicare For All Except Brendan, May He Perish In Haste",2019
Amazing! This Woman Won an Oscar for Her Acting Out a Future Conversation in the Shower,2019
4 Pajama Sets That Aren’t as Comfortable as the Cast Shirt From Your High School Production of ‘Oklahoma!’,2019
New Bra Groaning Like a Ship Sail,2019
Man Consistently Kind?,2019
"‘I’m A Moderate,’ Says Racist Democrat",2019
Mom Already Super Horny For Hallmark Christmas Movies,2019
Five Dresses That Only Zendaya Can Pull Off So Don’t Even Think About It,2019
"Smudged Eyeliner Looks That Say, ‘I Forgot to Take My SSRI’s This Morning’",2019
REPORT: Mom’s Just Smoking Weed All the Time Now,2019
Inspiring! This Woman Quit Her Job to Track Packages Full-Time,2019
"Stylish Capes That Say, ‘Let The Au Pair Tend To It.’",2019
How to Cook a Beautiful Meal For Your Partner Without Appearing Domestic,2019
Holiday Meal Prep Plans That Are Just Adderall,2019
QUIZ: Which Flavor Of Love Contestant Shaped Your Attachment Style?,2019
"4 Cozy Winter Socks That Say, ‘Hey is It Okay If I Turn the Heat On?’",2019
Yikes! Boyfriend Identifying As ‘Gamer’ Now,2019
REPORT: Fake Plant Not Fooling Anyone,2019
Lose Seven Pounds So You Can Be Fucking Cold All Winter,2019
Here’s The Feminist Reason I’m Not Giving My Boyfriend a Kidney,2019
"Balloon-Sleeve Dresses That Say, ‘It’s Spelled Keightlynne’",2019
Wow! This Woman is So in Love With Her Private Health Insurance She Let It Do Anal,2019
Hug Unwanted,2019
Four Sex Positions to Make You Cum Faster Because You Have to Be Up at 5 and Oh God It’s Already 12:30!,2019
Wow! This Demonic Doll Was Actually Just Hungry,2019
Wow! This Woman Seriously Contemplated Honking at Another Driver,2019
"5 French Beauty Secrets We Can’t Translate Because We Only Know How to Say, ‘Je Voudrais Une Baguette’",2019
Ask Your Grandma Why She’s Not Getting Arrested with Jane Fonda,2019
Rich Friend Being Real Weird About The $4 You Owe Her,2019
We Made a Composite Image of Every White Woman and Fuck It’s Meghan McCain,2019
Boobs Hurt,2019
Wow! This Woman Wrote Her Second Journal Entry Six Months After The First One,2019
Incredible! This Small Woman is Wearing Clothes Made for a Child,2019
How To Forget About Him By Only Looking At His Social Media In Incognito,2019
Aw! These Adorable Proposal Videos Are All Deepfakes and Love is a Sham,2019
REPORT: Cat Has Sweet Lil’ Jelly Bean Toes,2019
Aw! Friend Thinks Calling Your Afro Fluffy Is a Compliment,2019
How to ‘Up’ Yourself Out of Conversations About Gender With Your Family,2019
Clever! Man Co-Opting Social Justice Language to Emotionally Abuse You,2019
White Friend Casually Shoplifting Again,2019
Success! Small Pimple Successfully Converted Into Gaping Wound,2019
How to Get Him to Care About You as Much as He Cares About Shooting in Natural Light,2019
New Baby Sorta Cocky for Its Age,2019
Bummer! This Hot Guy Believes in God,2019
Idiot Doing Something Stupid on Treadmill,2019
"Wire Rim Glasses That Say, ‘Could This Be My Thing?’",2019
QUIZ: Why Do Shoulders Make You Horny? That Makes No Sense,2019
Help! I Can’t Cum Until Michael Barbaro Tells Me What Else I Need To Know Today,2019
Study Finds the Printer is Being Weird,2019
"5 Farts That, With a Little More Effort, Could Have Been Poops",2019
"I Wanted to Be a Traditional Housewife, So I Married My House",2019
"How to Be in Miami Without Constantly Saying, ‘I’m in Miami, Bitch’",2019
The 5 People We Met In Heaven That We Did Not Care For,2019
"If You Think Blue Balls Is Bad, Wait ‘Till This Halloween When You Experience Candy Corn Clit",2019
QUIZ: Give Us All Your Opinions and We’ll Psychologically Profile You and Sell Your Data,2019
4 Corduroy Skirts That Say ‘I Tried to Fuck My English Professor’,2019
I LIVED IT: I Was Unrelatable,2019
"Cheap Clothing Items You Should Totally Buy From Amazon, Since They Need All The Business They Can Get",2019
This Woman Is Literally Stopping Traffic!,2019
4 Cute First Date Ensembles to Meet a Guy Who’s Wearing a T-shirt and Sneakers,2019
How to Drag a Charcoal Pencil Across Your Eyelid Until Men Want to Fuck You,2019
Uh Oh! Man Referring to Food as ‘Fuel’,2019
How I Remembered To Take My Vitamins By Covering His Dick In B-12,2019
"10 Leather Miniskirts That Say, ‘Sin’",2019
Fail! This Woman Asked for Help,2019
8 Public Proposals That’ll Have Her Saying Yes Solely From Social Pressure,2019
Lipsticks That Will Only Bring You Happiness During the Act of Buying Them,2019
Tattoo Clearly From 2008,2019
Oh No! This Woman On Vacation Didn’t ‘Take Lots of Pictures’,2019
Wow! This Woman Cut Out Coffee by Drinking Plain Sugar Water Like a Goddamn Hummingbird,2019
"I Didn’t Learn to Drive Stick to Impress Men, I Learned to Drive Stick to Impress Everyone",2019
How to Get Him to Eat Your Ass by Pointing to Two Dogs at The Park and Saying “Must Be Nice”,2019
How to Have the Carefree Period of an Unspayed Dog in a Diaper,2019
New Phone App Screens Out All Calls That Aren’t From Elizabeth Warren,2019
How to Start Some Shit and Blame It On Tituba,2019
First Date Ideas That Allow You to Casually Administer the Psychopath Test,2019
How to Say ‘Good Job Champ’ and Bench Him When You’re Finally Ready to Make Yourself Cum,2019
Wow! This Woman Washes Her Vibrator Every Once in a While,2019
Blow His Mind in Bed by Introducing Him to Melatonin Gummies,2019
1 Halloween Costume That Says ‘I Bought the ‘Fleabag’ Jumpsuit When I Was Drunk’,2019
Guy Just Letting You Know Your Wrists Are Sooooo Tiny,2019
Rebecca Somehow Knows What to Do at The Gym,2019
Aww! Friend Wants You To Be Assertive But Only When It Benefits Her,2019
"Damn, That Tampon Went in SMOOTH!",2019
Help! He Found the Clit but Now It’s Taunting Him With a Series Of Riddles,2019
Puffer Jackets That Will Make You Look Like a Sexy Little Michelin Man,2019
How to Tell If Your Neighbors Can See Your Bare Ass,2019
Aw! This Emotional Support Dog Comforted a Stressed-Out Home Invader,2019
Goddess Alert! This Woman Listed ‘The Moon’ as Her Emergency Contact,2019
Rude! Horoscope Said Nothing About Getting Food Poisoning,2019
Interesting! No Candy at Halloween Party,2019
How to Shop Ethically by Shoplifting From Salvation Army,2019
4 Old-Fashioned Ways to Catch Him Cheating Now That The Instagram Following Tab Is Gone,2019
10 Beauty Creams That Aren’t as Effective as Being 23,2019
"This Woman Works From Home, but She Still Gets Up Every Day and Puts On Scrubs and A Hard Hat",2019
Selfish Much? Becca Throwing Out Dates That Only Work For Her,2019
How to Stay Ethereal While Signing Up For Auto Insurance,2019
"DUDE CORNER: I Don’t Care What My Wife Does, As Long As It’s Not Looking Hot In Front Of Other People",2019
"5 On-the-Go Breakfast Ideas to Leave Behind On the Kitchen Counter, Fuck!",2019
I Feel Things Deeply And Here’s The Sunset Photo To Prove It,2019
"Girl Boss! During An Important Meeting, This Woman Didn’t Spin Her Chair And Say “Wheee”",2019
Cable Knit Sweaters That Say ‘I Thought It Was Cold Enough Today For This’,2019
Is He Flirting With You or is He Chester Cheetah?,2019
Whoa! This Maniac Replies ‘Thanks’ to Every Happy Birthday Post on Her Facebook,2019
The Best Haircuts For What You’ve Arbitrarily Decided Is Your Face Shape,2019
Legs Celebrate Final Shave Of The Season,2019
‘Friend With Car’ Now Frontrunner Presidential Candidate,2019
"<i class=""fas fa-lock-alt""></i>5 Amazing Women Who Turned Food Into Poop",2019
Pumpkin Spice Beverage Ruined with Real Pumpkin,2019
10 Cashmere Scarves That are Very Expensive Bibs,2019
REPORT: You Can Change Him,2019
Wow! Woman Accidentally Wins Marathon While Fleeing Man Following Her,2019
"How to Go to a Museum Every Couple Months So You Can be Like, ‘I Went to the Museum’",2019
How to Keep Things Casual So He Doesn’t Make You Watch ‘The Sopranos’,2019
QUIZ: Are You Even Good Enough to Have Imposter Syndrome?,2019
Oh No! Everything On Woman’s Credit Card Statement Is Correct,2019
You’re Gonna Shit Your Pants and Kill Your Roommate When You See What These Child Stars Look Like Now,2019
Is It A Disney Channel Original Movie or A Remnant of Your Fading Childlike Imagination?,2019
Snakeskin Accessories That Will Attract Mongeese,2019
4 Funnel Neck Coats to Make You Feel like a Sneaky Lil’ Vampire,2019
8 Fall Jackets That Won’t Keep You Warm So Let’s Just Skip Right to These 10 Winter Coats,2019
How to Scooch Out of a Booth in a Way That Says “Look at My Little Tush”,2019
I Hate Toxic Energy. That’s Why I Stopped Looking At My Credit Card Bill,2019
‘Why Can’t You Just Drink Regular Milk?’ Asks Man Who’s Begging to Be Shit On,2019
Wool Coats That Will Make You Feel Like a Proper Little Gentleman,2019
Aw! This Woman Only Had A Baby So She Could Name It,2019
I LIVED IT: My Therapist Talked,2019
Corduroy Overalls So Cute They’ll Make You Forget You’re A Tiny Bear Trapped in a Mall,2019
How To Insert An Applicator-less Tampon By Flinging It Across The Room Like A Boomerang And Waiting For It To Enter You,2019
Award-Winning Podcasts to Pause So You Can Listen to These Strangers’ Conversation,2019
Aw! This Couple Went as Ketchup and Mustard for Halloween Even Though He Cheated on Her Last Month,2019
Badass Bitch! This Woman Went to the Bathroom While the Fasten Seat Belt Sign Was On,2019
"Does He Actually Need A Virgin To Light A Candle After A Witch Turned Him Into A Cat, Or Is He Stringing You Along Again?",2019
Wow! This Woman Shed 30 Pounds Just from Anxiously Reading The News,2019
What the Fuck? Starting to Seem Like Celebrity is Only On Talk Show to Promote New Project,2019
How to Apologize for Your Boyfriend’s Bad Behavior as if He’s an Aggressive Chihuahua,2019
Unclear Whether New Friend is Ready to Talk Openly About Poops,2019
Car With Eyelashes Looking VERY Hot Today,2019
Halloween Decorations That are Just Exposure Therapy,2019
I Drive A Sports Car Because I Have A Tiny Vagina,2019
How To Watch People Reject The Pimply Pumpkin Without Taking It Personally,2019
QUIZ: Is He Hot or is He a Man Near Your Age in Your Hometown?,2019
Dog Has Amazing Tits,2019
Are You Such a Narcissist That You’d Just Take Any Personality Quiz?,2019
Frosting On Cake Is The Bad Kind,2019
5 Trash Cans That Close So Gently You’ll Want Them To Touch You,2019
Why I Switched To Eating Only Plant-Based Dick,2019
How To Remember The Person You Were Before You Got This Sick Leather Jacket,2019
REPORT: Ain’t Nothin’ Like A Good Ol’ Romp In The Hay,2019
"For Legal Reasons, Friend Only Sings Public Domain Songs at Karaoke",2019
QUIZ: Is Your Life Spiraling Into Chaos or Are Your Glasses Just Dirty?,2019
How To Stop Saying “Sorry I Smell” When People Hug You,2019
Suspicious! Author Bio Silent on Number of Pets,2019
Should We Really Cancel The Careers of Men Who Ruined The Careers Of Others?,2019
Hottie Approaching Your Airplane Row Showing No Sign of Stopping,2019
6 Celebs Who Fell In Love While Dating Each Other,2019
"Sophie Turner’s New Hair Makes Her Totally Unrecognizable, Especially Because This Is A Picture Of Emilia Clarke",2019
4 Out Of 5 Scientists Agree There Is Definitely Another Group Chat,2019
Hot Work Gossip Mostly About Unionizing,2019
How to Trust Someone Whose Parents Aren’t Divorced,2019
I LIVED IT: I Only Look Hot In Roller Coaster Photos,2019
Design Your Dream Apartment and We’ll Tell You Exactly When and How You Die,2019
Jeff Suddenly Using Military Time?,2019
Best Hand Held Massagers For Incredible… Sore Muscle Relief…,2019
Is It PMS Or Were You Just Asked To Create A Password With An Uppercase Letter And Special Character?,2019
"Wow! Dan Thinks She’s Pretty Good, But Does She Write Her Own Music?",2019
How to Plan a Proper Viking Funeral for The Chapstick You’ve Had In Your Purse for 4 Years,2019
"Why I Don’t Masturbate Until 10 PM, Like The Europeans",2019
Man Has Pussy-Eatin’ Beard,2019
Hero! This Woman Remembered the Date of Her Last Period,2019
Surely OBGYN Has Seen Worse?,2019
How I Went from Being a Horse Girl to a Tall Dog Woman,2019
Vibrator Worn Down to Little Nub,2019
4 Bold New Duvet Covers Begging to Be Bled On,2019
QUIZ: Is Everyone Taking Their Underwear Off During Massages?,2019
Little Free Library Brightens Community As Receptacle For Unwanted Books,2019
"Impassioned, Remorseful Emails That Will Have Your Professor Saying, ‘OK’",2019
How to Not Start Smoking Even Though Phoebe Waller-Bridge Looks So Hot Doing It,2019
"Study Finds Recycling is Gay. Also Earth, Moon, Hills, Wind",2019
Brave! This Woman Threw Away Her Scale Because The Display Stopped Working,2019
4 Erotic Novels That Won’t Turn You On As Much as Pulling the Pit Out of An Avocado,2019
QUIZ: Which ‘Succession’ Character Are You Terrified to Find Yourself Rooting For?,2019
"I Don’t Care What Men Think Of Me, Unless They’re Thinking ‘Daaaaaamn!!!!!’",2019
Are You Sapiosexual Or Did You Just See Zendaya Wearing Glasses?,2019
Tragic: This Ottoman Doesn’t Double as Storage,2019
Apartment Hunting Tips That Are All Waiting In The Bushes And Pouncing When The Apartment Least Expects It,2019
Woman Just Calling Everything Self-Care to See What Sticks,2019
15 Things the Troll Who Guards This Bridge Needs People Who Try to Cross the Bridge To Understand,2019
REPORT: God Knows How Long Chin Hair’s Been There,2019
Brene Brown Quotes To Open Up Your Boyfriend’s Sensitive Butthole,2019
What the Shit? This Woman Writes in Cursive,2019
